Turno,Sol,Hora,Cenário,Score Saúde (%),Baterias (%),Evento,Diagnóstico,Ações Recomendadas
293,49,00:00:00,4,73,49.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
294,49,04:00:00,4,73,49.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
295,50,08:00:00,4,74,51.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Atenção: Desvios operacionais detectados. Nível de alerta amarelo. Revisar parâmetros.
296,50,12:00:00,4,75,53.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
297,50,16:00:00,4,76,55.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
298,50,20:00:00,4,75,54.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
299,50,00:00:00,4,75,54.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
300,50,04:00:00,4,75,53.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
301,51,08:00:00,4,76,55.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
302,51,12:00:00,4,77,57.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
303,51,16:00:00,4,77,59.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
304,51,20:00:00,4,77,59.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
305,51,00:00:00,4,77,58.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
306,51,04:00:00,4,77,58.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
307,52,08:00:00,4,78,60.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
308,52,12:00:00,4,78,62.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
309,52,16:00:00,4,79,64.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
310,52,20:00:00,4,79,63.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
311,52,00:00:00,4,79,63.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
312,52,04:00:00,4,79,62.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
313,53,08:00:00,4,79,64.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
314,53,12:00:00,4,80,66.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
315,53,16:00:00,4,81,68.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
316,53,20:00:00,4,81,68.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
317,53,00:00:00,4,81,67.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
318,53,04:00:00,4,80,67.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
319,54,08:00:00,4,81,69.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
320,54,12:00:00,4,88,71.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
321,54,16:00:00,4,88,72.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
322,54,20:00:00,4,88,70.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
323,54,00:00:00,4,87,69.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
324,54,04:00:00,4,87,67.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
325,55,08:00:00,4,87,68.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
326,55,12:00:00,4,88,70.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
327,55,16:00:00,4,88,71.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
328,55,20:00:00,4,87,69.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
329,55,00:00:00,4,87,68.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
330,55,04:00:00,4,86,66.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
331,56,08:00:00,4,87,68.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
332,56,12:00:00,4,88,70.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
333,56,16:00:00,4,88,71.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
334,56,20:00:00,4,88,70.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
335,56,00:00:00,4,87,68.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
336,56,04:00:00,4,76,67.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'normal', 'suporte_medico': 'normal'}",-> Sistemas 100% estáveis. Manter operações de rotina.
